Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Faleye O., Trahan E.A.","Labor-Friendly Corporate Practices: Is What is Good for Employees Good for Shareholders?",2011,"Journal of Business Ethics","101","1",,"1","27",,12,10.1007/s10551-010-0705-9,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959603491&partnerID=40&md5=33140b41ccee70501ceed8336d2424fc","College of Business Administration, Northeastern University, Boston, MA 02115, United States","Faleye O., College of Business Administration, Northeastern University, Boston, MA 02115, United States; Trahan E.A., College of Business Administration, Northeastern University, Boston, MA 02115, United States","As corporate managers interact with nonshareholder stakeholders, potential tradeoffs emerge and questions arise as to how these interactions impact shareholder value. We argue that this shareholder-stakeholder debate is an important issue within the overall corporate governance and corporate policy domain and examine one such stakeholder group - employees - by studying labor-friendly corporate practices. We find that announcements of labor-friendly policies are associated with positive abnormal stock returns. Labor-friendly firms also outperform otherwise similar firms, both in terms of long-run stock market returns and operating results. In addition, we find that the probability and benefits of labor-friendliness increase with the demand for highly skilled labor. Our analysis of excess executive compensation suggests that top management derives no pecuniary benefits from labor-friendly practices. We interpret our results as consistent with a genuine concern for employees translating into higher productivity and profitability, which in turn facilitate value creation. It appears that the benefits of labor-friendly practices significantly outweigh the costs and that what is good for employees is good for shareholders. © Springer 2010.","agency theory; corporate social responsibility; employee stakeholders; stakeholder theory",,"Trahan, E. A.; College of Business Administration, Northeastern University, Boston, MA 02115, United States; email: e.trahan@neu.edu",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959603491
"Gordon I.M.","Lessons to be Learned: An Examination of Canadian and U.S. Financial Accounting and Auditing Textbooks for Ethics/Governance Coverage",2011,"Journal of Business Ethics","101","1",,"29","47",,5,10.1007/s10551-010-0706-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959595313&partnerID=40&md5=df0f021ddd2d1eefaa2c1bfdb49c7d8f","Faculty of Business Administration, Simon Fraser University, Burnaby, BC V5A 1S6, Canada","Gordon I.M., Faculty of Business Administration, Simon Fraser University, Burnaby, BC V5A 1S6, Canada","This study examines a sample of three editions of 19 financial accounting and auditing textbooks (n = 57) to explore the state of accounting educational content through the coverage of five key topics (ethics, professional judgment, governance, corporate social responsibility, and fraud) and 16 accounting scandals/troubled corporations. The study method is descriptive and uses independent sample t tests to identify significant differences over time and between countries. The major findings are fourfold. First, some topics' coverage and/or scandals exist in most of the sample's books based on their indexes. However, the page coverage for these topics/scandals is not overwhelming when compared to the number of pages in these texts. Second, the scandals/troubled corporations' page coverage increased between the earliest and the later editions as did a depth of coverage trend measure. Third, U. S. texts in the sample contained significantly more pages devoted to these topics and scandals than the non-adapted Canadian sample texts. Finally, and as expected, the sampled auditing texts contain significantly more pages devoted to these topics and scandals compared to the other financial accounting texts in the sample. Educators and textbook authors interested in the future of business and accounting education will find this study of interest. If reminding accounting students of the ethical dilemmas they will face in their future careers is important, then this study indicates places where coverage in this sample of texts may be enhanced either through the use of standalone supplementary ethics texts or instructor introduced sources. © Springer 2010.","accounting education; corporate social responsibility; ethics; fraud; governance; professional judgment; scandals",,"Gordon, I. M.; Faculty of Business Administration, Simon Fraser University, Burnaby, BC V5A 1S6, Canada; email: gordon@sfu.ca",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959595313
"Gamerschlag R., Moeller K.","The positive effects of human capital reporting",2011,"Corporate Reputation Review","14","2",,"145","155",,4,10.1057/crr.2011.11,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79960792271&partnerID=40&md5=34a010c70a81ebb75afb5d63ced31c27","Department of Management Accounting and Control, Faculty of Economic Sciences, University of Goettingen, Germany; Department of Performance Management/Controlling, Institute of Accounting, Control and Auditing, University of St. Gallen, Switzerland","Gamerschlag R., Department of Management Accounting and Control, Faculty of Economic Sciences, University of Goettingen, Germany; Moeller K., Department of Performance Management/Controlling, Institute of Accounting, Control and Auditing, University of St. Gallen, Switzerland","In our knowledge-based economy, successful companies most important assets are intangible - such as their human capital. However, few companies provide their stakeholders with detailed information about this resource, as they do not adequately assess the value of such reporting. Nevertheless, against the background of the corporate social responsibility discussion, providing human capital information is becoming increasingly important as a key driver of corporate reputation. Human capital reporting (HCR) can also be regarded as an instrument that may affect company financial performance and ultimately increase shareholder value. Against this background, we develop a theoretical model that illustrates the transformation of the intangible factors of HCR into tangible outcomes. Consequently, the model considers the various cause-and-effect relationships between HCR and company financial performance. As with a strategy map, three dimensions with a specific number of different intangible factors should be taken into consideration. Ultimately, the model reveals the benefits of HCR. © 2011 Macmillan Publishers Ltd.","disclosure; human capital management; human capital reporting; intangibles; management accounting",,"Gamerschlag, R.; Department of Management Accounting and Control, Faculty of Economic Sciences, University of GoettingenGermany",,,13633589,,,,"English","Corp. Reputation Rev.",Article,Scopus,2-s2.0-79960792271
"Yuan W., Bao Y., Verbeke A.","Integrating CSR Initiatives in Business: An Organizing Framework",2011,"Journal of Business Ethics","101","1",,"75","92",,15,10.1007/s10551-010-0710-z,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959597437&partnerID=40&md5=debf50421bbd04b879ef915a5527c81a","Faculty of Management, University of Lethbridge, 4401 University Drive, Calgary Campus, Lethbridge, AB T1K 3M4, Canada; International Business Strategy, McCaig Chair in Management, Haskayne School of Business, University of Calgary, 2500 University Drive NW, Calgary, AB T2N 1N4, Canada; Solvay Business School, University of Brussels (VUB), Pleinlaan 2, 1050 Brussels, Belgium","Yuan W., Faculty of Management, University of Lethbridge, 4401 University Drive, Calgary Campus, Lethbridge, AB T1K 3M4, Canada; Bao Y., Faculty of Management, University of Lethbridge, 4401 University Drive, Calgary Campus, Lethbridge, AB T1K 3M4, Canada; Verbeke A., International Business Strategy, McCaig Chair in Management, Haskayne School of Business, University of Calgary, 2500 University Drive NW, Calgary, AB T2N 1N4, Canada, Solvay Business School, University of Brussels (VUB), Pleinlaan 2, 1050 Brussels, Belgium","Integrating corporate social responsibility (CSR) initiatives in business is one of the great challenges facing firms today. Societal stakeholders require much more from the firm than pursuing profitability and growth. But these societal stakeholders often simply assume that increased societal expectations can easily be accommodated within efficiently run business operations, without much attention devoted to process issues. We build upon the core-periphery thesis to explore potential avenues for firms to add recurring CSR initiatives to their existing business practices. Based on Siggelkow's (Admin Sci Quart 47:125-159, 2002) analysis of organizational change, we conceptualize seven major patterns of CSR initiative adoption. We develop a new organizing framework showing how a firm can integrate CSR initiatives in business. Within the new framework, each of the seven patterns represents an idiosyncratic path through which recurring CSR initiatives can be included as practices into conventional operations. We also explore the nature of the resulting internal fit between recurring CSR initiatives and business practices. © 2011 Springer.","core-periphery thesis; corporate social responsibility; fit; integrating CSR in business",,"Yuan, W.; Faculty of Management, University of Lethbridge, 4401 University Drive, Calgary Campus, Lethbridge, AB T1K 3M4, Canada; email: Wenlong.yuan@uleth.ca",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959597437
"Stewart R., Volpone S.D., Avery D.R., McKay P.","You Support Diversity, But Are You Ethical? Examining the Interactive Effects of Diversity and Ethical Climate Perceptions on Turnover Intentions",2011,"Journal of Business Ethics","100","4",,"581","593",,16,10.1007/s10551-010-0697-5,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959331100&partnerID=40&md5=16eb079b3edf57e996082d6764ed7915","Department of Psychology, University of Houston, 126 Heyne Building, Houston, TX 77204-5022, United States; Business and Management, Fox School of Business, Temple University, A350 Alter Hall (006-13), 1801 Liacouras Walk, Philadelphia, PA 19122, United States; Human Resource Management, Fox School of Business, Temple University, A350 Alter Hall (006-13), 1801 Liacouras Walk, Philadelphia, PA 19122, United States; School of Management and Labor Relations, Janice H. Levin Bldg., 94 Rockafeller Road, Suite 216, Piscataway, NJ 08854, United States","Stewart R., Department of Psychology, University of Houston, 126 Heyne Building, Houston, TX 77204-5022, United States; Volpone S.D., Business and Management, Fox School of Business, Temple University, A350 Alter Hall (006-13), 1801 Liacouras Walk, Philadelphia, PA 19122, United States; Avery D.R., Human Resource Management, Fox School of Business, Temple University, A350 Alter Hall (006-13), 1801 Liacouras Walk, Philadelphia, PA 19122, United States; McKay P., School of Management and Labor Relations, Janice H. Levin Bldg., 94 Rockafeller Road, Suite 216, Piscataway, NJ 08854, United States","Efforts to identify antecedents of employee turnover are likely to offer value to organizations through money saved on recruitment and new-hire training. The authors utilized the stakeholder perspective to corporate social responsibility to examine the effects of a perceived climate for ethics on the relationship between diversity climate and voluntary turnover intentions. Specifically, they examined how ethics climate (employees' perceptions that their organization values and enforces ethically correct behavior) affected the diversity climate-turnover intentions relationship. Results indicated that ethics climate moderated the diversity climate-turnover intentions relationship. Turnover intentions were lowest among workers perceiving both a pro-diversity and highly ethical climate. These results reinforce the need to communicate both diversity values and ethical standards to employees. © 2010 Springer.","corporate social responsibility; diversity climate; ethical climate; turnover intentions",,"Stewart, R.; Department of Psychology, University of Houston, 126 Heyne Building, Houston, TX 77204-5022, United States; email: rwstew@gmail.com",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959331100
"He H., Li Y.","CSR and Service Brand: The Mediating Effect of Brand Identification and Moderating Effect of Service Quality",2011,"Journal of Business Ethics","100","4",,"673","688",,34,10.1007/s10551-010-0703-y,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959340287&partnerID=40&md5=7543840ae0d7f0933b123e1b27450c21","Warwick Business School, University of Warwick, Coventry CV4 7AL, Bulgaria; Oxford Brookes University Business School, Oxford Brookes University, Wheatley Campus, Oxford OX33 1HX, United Kingdom","He H., Warwick Business School, University of Warwick, Coventry CV4 7AL, Bulgaria; Li Y., Oxford Brookes University Business School, Oxford Brookes University, Wheatley Campus, Oxford OX33 1HX, United Kingdom","This article examines the mediation effect of brand identification and the moderating effect of service quality (SQ) on the effects of corporate social responsibility (CSR) association on service brand performance. A survey of customers of mobile telecommunications services was conducted. The study finds, first, that both CSR and SQ have direct effects on brand identification and customer satisfaction and indirect effects on customer satisfaction (via brand identification) and on service brand loyalty (via customer satisfaction and via ""brand identification/customer satisfaction""). Second, SQ enhances the effect of CSR on brand identification. This study contributes to the literature by incorporating three perspectives of service brand performance - CSR association, SQ,""and brand identification - into one general framework that stresses (a) the mediating role of brand identification in predicting customer satisfaction and service brand loyalty; and (b) the interactive effect of CSR and SQ in predicting brand identification. © 2010 Springer.","brand identification; corporate associations; CSR; customer satisfaction; service brand loyalty; service quality",,"He, H.; Warwick Business School, University of Warwick, Coventry CV4 7AL, United Kingdom; email: hongwei.he@wbs.ac.uk",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959340287
"Wang A.","The effects of visually primed pharmaceutical advertising disclosure on attitudes and perceived CSR practices",2011,"International Journal of Pharmaceutical and Healthcare Marketing","5","2",,"99","117",,1,10.1108/17506121111149226,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959786678&partnerID=40&md5=a7aaaf270eb7e2d97c2f682fcc629dc1","University of Connecticut-Stamford, Stamford, CT, United States","Wang A., University of Connecticut-Stamford, Stamford, CT, United States","Purpose: This study seeks to examine how consumers perceive the visually primed disclosure in a pharmaceutical company's advertisement and form their attitudes toward the disclosure, perceived corporate social responsibility (CSR) practices and attitudes toward the pharmaceutical company. Design/methodology/approach: An online study with a convenient sampling consisting of college students is used to manipulate the visual communication of a pharmaceutical company's advertising disclosure for the purpose of examining the effects of visually primed advertising disclosure on attitude toward the disclosure, perceived CSR practices, and attitude toward the pharmaceutical company. Findings: The results reveal that a visually primed disclosure affects consumers' attitudes toward the disclosure positively. Visual priming also enhances consumers' perceived CSR practices and attitudes toward the company. This is evident as the impact of attitude toward the disclosure on attitude toward the company is mediated by perceived CSR practices. Practical implications: Pharmaceutical companies should improve their advertising disclosure practices by enhancing visual communications of their advertising disclosures. Since a mediating relationship between attitude toward the disclosure and attitude toward the pharmaceutical company is materialized by perceived CSR practices, visually primed advertising disclosures perceived as socially responsible practices can facilitate advertising effectiveness and enhance consumers' attitudes toward the pharmaceutical company. Originality/value: This paper adds value to the existing literature on pharmaceutical marketing and CSR practices, and promotes the effective management of advertising disclosures by reinforcing their communications through visual priming. © Emerald Group Publishing Limited.","Advertising effectiveness; Consumer behaviour; CSR practices; Disclosure; Pharmaceutical advertising; Pharmaceuticals industry",,"Wang, A.; University of Connecticut-Stamford, Stamford, CT, United States; email: alex.wang@Uconn.edu",,,17506123,,,,"English","Int. J. Pharm. Healthc. Mark.",Article,Scopus,2-s2.0-79959786678
"Jo S.","Factors shaping activists' perceptions of corporate organizations: An empirical case from South Korea",2011,"Public Relations Review","37","2",,"178","180",,1,10.1016/j.pubrev.2011.01.002,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79953295749&partnerID=40&md5=517c54314865cd9b3d910bfbec19cbc6","Department of Public Relations and Advertising, Sookmyung Women's University, Yongsan-Ku, Seoul, South Korea","Jo S., Department of Public Relations and Advertising, Sookmyung Women's University, Yongsan-Ku, Seoul, South Korea","The current study aims to explore the factors that shape activists' perceptions of corporate organizations. This study administered the survey method to examine how activists perceive corporate operations and reputation in South Korea. The three factors that directed how the activist groups perceived the corporate sector are "" corporate social responsibility,"" "" internal corporate culture,"" "" and "" the extent of corporate openness."" Factor analysis showed that the activist groups used these criteria when they evaluate corporate reputation. © 2011 Elsevier Inc.","Activists; Corporate; Perceptions; Relationship management",,"Jo, S.; Department of Public Relations and Advertising, Sookmyung Women's University, Yongsan-Ku, Seoul, South Korea; email: josamsup@sm.ac.kr",,,03638111,,PRERE,,"English","Public Relat. Rev.",Article,Scopus,2-s2.0-79953295749
"Kemp D., Owen J.R., Gotzmann N., Bond C.J.","Just Relations and Company-Community Conflict in Mining",2011,"Journal of Business Ethics","101","1",,"93","109",,23,10.1007/s10551-010-0711-y,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959603250&partnerID=40&md5=96a6d3080a346ca8646e8cc75effb4f0","Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia; School of Social Work and Human Services, The University of Queensland, St Lucia, QLD 4072, Australia","Kemp D., Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia; Owen J.R., Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia, School of Social Work and Human Services, The University of Queensland, St Lucia, QLD 4072, Australia; Gotzmann N., Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia; Bond C.J., Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia","This research engages with the problem of company-community conflict in mining. The inequitable distributions of risks, impacts, and benefits are key drivers of resource conflicts and are likely to remain at the forefront of mining-related research and advocacy. Procedural and interactional forms of justice therefore lie at the very heart of some of the real and ongoing challenges in mining, including: intractable local-level conflict; emerging global norms and performance standards; and ever-increasing expectations for the industry to translate high-level corporate social responsibility policy into on-the-ground practice. This research focuses on the ""process"" aspects of resource conflicts through an examination of existing grievance-handling procedures at six mining operations where company-community conflict was present. In their current form, and on their own, the six mechanisms were found to be insufficient in their capacity to advance justice. The authors argue that if the overall objective of global norms is that companies construct and perform grievance handling in ways that strongly preference just practices, then ""mechanisms-in-practice"" must be better understood and constructively critiqued along all justice dimensions. © 2010 Springer.","community; conflict; CSR; grievance; justice; minerals; mining; organization; stakeholder",,"Kemp, D.; Centre for Social Responsibility in Mining, Part of the Sustainable Minerals Institute, The University of Queensland, St Lucia, QLD 4072, Australia; email: d.kemp@smi.uq.edu.au",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959603250
"Scherer A.G., Palazzo G.","The New Political Role of Business in a Globalized World: A Review of a New Perspective on CSR and its Implications for the Firm, Governance, and Democracy",2011,"Journal of Management Studies","48","4",,"899","931",,215,10.1111/j.1467-6486.2010.00950.x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79953196589&partnerID=40&md5=18aa2a7c1ec81961850ab49274f4cfff","University of Zurich, Switzerland; University of Lausanne, Switzerland","Scherer A.G., University of Zurich, Switzerland; Palazzo G., University of Lausanne, Switzerland","Scholars in management and economics widely share the assumption that business firms focus on profits only, while it is the task of the state system to provide public goods. In this view business firms are conceived of as economic actors, and governments and their state agencies are considered the only political actors. We suggest that, under the conditions of globalization, the strict division of labour between private business and nation-state governance does not hold any more. Many business firms have started to assume social and political responsibilities that go beyond legal requirements and fill the regulatory vacuum in global governance. Our review of the literature shows that there are a growing number of publications from various disciplines that propose a politicized concept of corporate social responsibility. We consider the implications of this new perspective for theorizing about the business firm, governance, and democracy. © 2010 The Authors. Journal of Management Studies © 2010 Blackwell Publishing Ltd and Society for the Advancement of Management Studies.",,,"Scherer, A.G.; Professor of Foundations of Business Administration, Theories of the Firm, University of Zurich, Universitätsstr. 84, CH-8006 Zurich, Switzerland; email: andreas.scherer@iou.uzh.ch",,,00222380,,,,"English","J. Manage. Stud.",Article,Scopus,2-s2.0-79953196589
"Sandberg J.","Socially Responsible Investment and Fiduciary Duty: Putting the Freshfields Report into Perspective",2011,"Journal of Business Ethics","101","1",,"143","162",,9,10.1007/s10551-010-0714-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959595025&partnerID=40&md5=7049fcf740c43a84c22b9af7ce773a0d","Department of Philosophy, Linguistics and Theory of Science, University of Gothenburg, P.O. Box 200, 405 30 Gothenburg, Sweden","Sandberg J., Department of Philosophy, Linguistics and Theory of Science, University of Gothenburg, P.O. Box 200, 405 30 Gothenburg, Sweden","A critical issue for the future growth and impact of socially responsible investment (SRI) is whether institutional investors are legally permitted to engage in it - in particular whether it is compatible with the fiduciary duties of trustees. An ambitious report from the United Nations Environment Programme's Finance Initiative (UNEP FI), commonly referred to as the 'Freshfields report', has recently given rise to considerable optimism on this issue among proponents of SRI. The present article puts the arguments of the Freshfields report into some further both empirical and critical perspective, however, and suggests that its findings do not call for very much optimism. The general argument is that while the understanding of fiduciary duty outlined by the Freshfields report seems to allow institutional investors to at least sometimes take some social or environmental considerations into account, the support it gives for SRI is notably contingent and, furthermore, it rules out exactly the kind of SRI which proponents of social responsibility and environmental sustainability should hold in highest regard - proactive cases and socially effective investment strategies. If SRI is to become an important force for corporate social responsibility through its adoption by institutional investors, then, it is suggested that legal reform is needed. © 2010 Springer.","ethical investment; fiduciary duty; Fresh-fields report; institutional investors; legal reform; prudent investor rule; social effectiveness; socially responsible investment; United Nations Environment Programme Finance Initiative",,"Sandberg, J.; Department of Philosophy, Linguistics and Theory of Science, University of Gothenburg, P.O. Box 200, 405 30 Gothenburg, Sweden; email: joakim.sandberg@filosofi.gu.se",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-79959595025
"Andersen M.L., Dejoy J.S.","Corporate Social and Financial Performance: The Role of Size, Industry, Risk, R&D and Advertising Expenses as Control Variables",2011,"Business and Society Review","116","2",,"237","256",,7,10.1111/j.1467-8594.2011.00384.x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79957966191&partnerID=40&md5=797d4c94ba07f49985291c06f2c0b8bc","Accounting, Finance and Information Systems, North Dakota State University, Fargo, ND, United States; College of Westchester, White Plains, NY, United States","Andersen M.L., Accounting, Finance and Information Systems, North Dakota State University, Fargo, ND, United States; Dejoy J.S., College of Westchester, White Plains, NY, United States","This article investigates the role of commonly specified control variables in moderating the relationship between corporate social performance (CSP) and corporate financial performance (CFP). In addition, there are separate measures for positive (strengths) social actions, and for negative (concerns) social actions. The results support the positive relationship between CSP and CFP. The best model, as determined using factorial analysis of variance, is one which has the following control variables: size, industry, risk, and research and development expenditures. In examining the CSP/CFP relationship, researchers must control for these variables, in order to properly specify the model. © 2011 Center for Business Ethics at Bentley University.",,,"Andersen, M.L.; Accounting, Finance and Information Systems, North Dakota State University, Fargo, ND, United States; email: margaret.andersen@ndsu.edu",,,00453609,,,,"English","Bus. Soc. Rev.",Article,Scopus,2-s2.0-79957966191
"Nayak R., Venkatraman S.","Does the business size matter on corporate sustainable performance?: The Australian business case",2011,"World Review of Entrepreneurship, Management and Sustainable Development","7","3",,"281","301",,2,10.1504/WREMSD.2011.040810,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959696266&partnerID=40&md5=a8da28c721aeae0ef3a68b3b09a71ceb","School of Business, University of Ballarat, P.O. Box 663, Ballarat, VIC 3353, Australia; Graduate School of ITMS, University of Ballarat, P.O. Box 663, Ballarat, VIC 3353, Australia","Nayak R., School of Business, University of Ballarat, P.O. Box 663, Ballarat, VIC 3353, Australia; Venkatraman S., Graduate School of ITMS, University of Ballarat, P.O. Box 663, Ballarat, VIC 3353, Australia","While a growing majority of research studies have concentrated on triple bottom linepublic reporting in large organisations, the review of past research suggests there seemsto be limited support and importance given to small and medium sized businesses. This paper attempts to examine whether business size matters when it comes to corporate sustainability. To achieve this, we have conducted an empirical study to investigate sustainable business practices in small, medium and large organisations. With a sample of 80 different Australia-based firms, we have examined various parameters attributing to corporate sustainability and have arrived at three kinds of performance outcomes (factors) that concur with triple bottom line principles, which we term as: 1 corporate environmental performance outcome (CEPO) 2 corporate social performance outcome (CSPO) 3 corporate financial performance outcome (CFPO). The results of the ANOVA analysis of these factors against business size have been discussed and the significantly higher CEPO in large size businesses than in small or medium size businesses have been explored. This paper also unearths the implications of these results on corporate sustainability and recommends possible improvements to increase the focus around environmental sustainability. © 2011 Inderscience Enterprises Ltd.","Australia; Business size; Corporate sustainability; Performance outcomes; Triple bottom line",,"Nayak, R.; School of Business, University of Ballarat, P.O. Box 663, Ballarat, VIC 3353, Australia; email: r.nayak@ballarat.edu.au",,,17460573,,,,"English","World Rev. Entrep. Manage. Sustainable Dev.",Article,Scopus,2-s2.0-79959696266
"Busch T., Hoffmann V.H.","How hot is your bottom line? linking carbon and financial performance",2011,"Business and Society","50","2",,"233","265",,29,10.1177/0007650311398780,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79957527968&partnerID=40&md5=aca9e6d1c81aea64797b120895fca2ce","ETH Zurich, Dept of Management, Technology, and Economics, Kreuzplatz 5, Zurich 8032, China","Busch T., ETH Zurich, Dept of Management, Technology, and Economics, Kreuzplatz 5, Zurich 8032, China; Hoffmann V.H., ETH Zurich, Dept of Management, Technology, and Economics, Kreuzplatz 5, Zurich 8032, China","This study adds two new perspectives to the long-running debate regarding the linkage between corporate social performance (CSP) and corporate financial performance (CFP): First, we add the aspect of issue materiality and suggest research to put more emphasis on the question of how individual CSP issues can be assumed to systematically influence the business environment from a theoretical point of view. Second, we highlight the measurement level of the underlying data screens as an important determinant of the actual effects of CSP on CFP. Focusing on climate change, we developed a set of questions that cover a firm's carbon emissions and carbon management strategies. These questions were included in a questionnaire sent out annually to the 2,500 largest companies by market cap within the Dow Jones Global Index by an independent Swiss-based asset management firm. Our results show that when using carbon emissions as an outcome-based measurement, corporate environmental performance pays off. Conversely, when using carbon management as a process-based measurement, we find a negative relationship between corporate environmental performance and CFP.© 2011 SAGE Publications.","carbon management; climate change; corporate financial performance; issue materiality",,"Busch, T.; ETH Zurich, Dept of Management, Technology, and Economics, Kreuzplatz 5, Zurich 8032, China; email: tobusch@ethz.ch",,,00076503,,,,"English","Bus. Soc.",Article,Scopus,2-s2.0-79957527968
"Smudde P.M., Courtright J.L.","A holistic approach to stakeholder management: A rhetorical foundation",2011,"Public Relations Review","37","2",,"137","144",,6,10.1016/j.pubrev.2011.01.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79953294894&partnerID=40&md5=db8345bfc22886c82764c45809049fe7","School of Communication, Illinois State University, Normal, IL, United States","Smudde P.M., School of Communication, Illinois State University, Normal, IL, United States; Courtright J.L., School of Communication, Illinois State University, Normal, IL, United States","The day-to-day concerns of managing stakeholders are a critical matter for public relations practitioners and scholars alike. "" Stakeholder theory"" subsumes the knowledge base about stakeholders, who are individuals and groups who affect or are affected by an organization's actions. This article argues that a holistic view of stakeholder management rests on rhetorical grounds and concerns answering three fundamental questions: (1) How are stakeholders created? (2) How can relationships with stakeholders be maintained? and (3) How can relationships with stakeholders be improved? Example cases are used to demonstrate how retrospective analysis reveals the effectiveness of stakeholder management approaches. Ultimately and most important, the combination of theory and case analyses are synthesized into a prospective approach to stakeholder management that organizations may use during strategic planning. © 2011 Elsevier Inc.","Identification; Image; Issues; Stakeholder management; Stakeholders",,"Smudde, P.M.; Illinois State University, School of Communication, 430 Fell Hall, Campus Box 4480, Normal, IL 61790-4480, United States; email: psmudde@ilstu.edu",,,03638111,,PRERE,,"English","Public Relat. Rev.",Article,Scopus,2-s2.0-79953294894
"Ackermann F., Eden C.","Strategic Management of Stakeholders: Theory and Practice",2011,"Long Range Planning","44","3",,"179","196",,30,10.1016/j.lrp.2010.08.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79956285601&partnerID=40&md5=24723137c8917d27c0debd2ac9cc9fcf","Department of Management Science,, Strathclyde Business School, 40 George Street, Glasgow, United Kingdom; Department of Management Science, Strathclyde Business School, 199 Cathedral Street, Glasgow, United Kingdom","Ackermann F., Department of Management Science,, Strathclyde Business School, 40 George Street, Glasgow, United Kingdom; Eden C., Department of Management Science, Strathclyde Business School, 199 Cathedral Street, Glasgow, United Kingdom","This article explores how top management teams can increase the robustness of their strategies by attending to important concepts emerging from the stakeholder literature. Analysis of three themes emanating from this literature leads to the development of a method composed of three techniques which elaborates how stakeholder management concepts can be applied in practice. The research, which spanned a 15 year time period, was based on working with 16 top management teams while they were developing their strategies, so that the method - which developed incrementally in response to the teams' reactions to its utility - was grounded in both theory and practice. © 2010 Elsevier Ltd.",,"Stakeholder management; Strategic management; Theory and practice; Time-periods; Top management teams; conceptual framework; management; planning method; research; stakeholder; strategic approach; theoretical study","Ackermann, F.; Department of Management Science,, Strathclyde Business School, 40 George Street, Glasgow, United Kingdom; email: fran.ackermann@strath.ac.uk",,,00246301,,,,"English","Long Range Plann.",Article,Scopus,2-s2.0-79956285601
"Foo L.-M., Asenova D., Bailey S., Hood J.","Stakeholder engagement and compliance culture: An empirical study of scottish private finance initiative projects",2011,"Public Management Review","13","5",,"707","729",,8,10.1080/14719037.2010.532961,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79959268636&partnerID=40&md5=cb8005a4a8fc7d59a8c593c6155b1ba5","New Era College, School of Business, Kajang, Malaysia; Division of Accounting, Finance and Risk, Glasgow Caledonian University, Glasgow, United Kingdom; Division of Public Policy, Glasgow Caledonian University, Glasgow, United Kingdom","Foo L.-M., New Era College, School of Business, Kajang, Malaysia; Asenova D., Division of Accounting, Finance and Risk, Glasgow Caledonian University, Glasgow, United Kingdom; Bailey S., Division of Public Policy, Glasgow Caledonian University, Glasgow, United Kingdom; Hood J., Division of Accounting, Finance and Risk, Glasgow Caledonian University, Glasgow, United Kingdom","This research examines the experience of stakeholders of the Private Finance Initiative (PFI). The local authorities' accounts of engaging stakeholders are compared against the stakeholders' experience of being engaged. The findings suggest that the increasing procedures and tools used by local authorities to engage stakeholders do not necessarily lead to more positive experiences of the latter. Some stakeholders perceive engagement as merely an exercise by the local authorities to comply with central government policy guidelines and the stakeholders' views have not had substantial impact on the overall decision-making process. The findings highlight the inadequacy of a compliance culture in public services. © 2011 Taylor & Francis.","Compliance culture; Public procurement; Public-private partnerships; School projects; Stakeholder engagement",,"Foo, L.-M.; New Era College, School of Business, Kajang, Malaysia; email: lokemin.foo@newera.edu.my",,,14719037,,,,"English","Public Manage. Rev.",Article,Scopus,2-s2.0-79959268636
