Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Coles T., Fenclova E., Dinan C.","Corporate social responsibility reporting among European low-fares airlines: challenges for the examination and development of sustainable mobilities",2014,"Journal of Sustainable Tourism","22","1",,"69","88",,,10.1080/09669582.2013.790391,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84892967790&partnerID=40&md5=2defbb89a682d4b4fa9dcb2e21c64788","Department of Management, University of Exeter, Streatham Court, Rennes Drive, Exeter EX4 4PU, United Kingdom","Coles T., Department of Management, University of Exeter, Streatham Court, Rennes Drive, Exeter EX4 4PU, United Kingdom; Fenclova E., Department of Management, University of Exeter, Streatham Court, Rennes Drive, Exeter EX4 4PU, United Kingdom; Dinan C., Department of Management, University of Exeter, Streatham Court, Rennes Drive, Exeter EX4 4PU, United Kingdom","This paper examines corporate social responsibility (CSR) practices among the growing low-fares airlines (LFAs) flying between mainland Europe and the United Kingdom. A mixed-methods approach was employed, combining a content analysis of 22 airlines' documentation with key-informant interviews with 11 airlines including three of the four market-leading LFAs. The research discovered evidence that LFAs were aware of the need to act more responsibly but how far intentions resulted in action was difficult to establish. To date the examination of LFAs has relied heavily on secondary sources and perspectives external to the firm. The firms' own CSR-related texts do not represent a reliable basis for examining CSR among LFAs; they have a high degree of fragmentation and variable quality. In-depth interviews showed that while there is more CSR activity than is made public, incomplete knowledge was a more significant problem than bias or spin. Very few LFAs had conducted a systemic audit of CSR-related activity. Integrative approaches are required to overcome the limitations of single methods, to contribute towards a fuller understanding of responsibility among LFAs, and to inform debate on whether it is necessary to regulate in order to encourage sustainable development in this high-growth sector. © 2013 © 2013 Taylor & Francis.","CSR; low-fare airlines; mobility; sustainable development; travel; United Kingdom","air transportation; airline industry; corporate strategy; mobility; sustainable development; United Kingdom","Coles, T.; Department of Management, University of Exeter, Streatham Court, Rennes Drive, Exeter EX4 4PU, United Kingdom; email: T.E.Coles@exeter.ac.uk",,,09669582,,,,"English","J. Sustainable Tour.",Article,Scopus,2-s2.0-84892967790
"Simionescu L.N., Gherghina Ș.C.","Corporate social responsibility and corporate performance: Empirical evidence from a panel of the bucharest stock exchange listed companies",2014,"Management and Marketing","9","4",,"439","458",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924497366&partnerID=40&md5=812462694a89790c8c5b7fa3d9763007","The Bucharest University of Economic Studies, Bucharest, Romania","Simionescu L.N., The Bucharest University of Economic Studies, Bucharest, Romania; Gherghina Ș.C., The Bucharest University of Economic Studies, Bucharest, Romania","This paper aims at empirically investigating the relationship between CSR and corporate performance by using both accounting-based performance measures (e.g. ROA, ROE, and ROS), as well as market-based firm performance measures (e.g. PER, EPS, and PBV), for a sample of companies listed on the BSE during the period 2008-2011. In addition, there were considered several control variables that cover firm’s characteristics including size, indebtedness, as well as the company’s tenure. By employing panel data regression models without cross-section effects, we found a negative relationship between CSR and ROS, as well as a positive association between CSR and EPS. Furthermore, by estimating fixed-effects panel data regression models, the positive relationship between CSR and EPS was reinforced. In addition, we have performed several robustness checks such as the presence of autocorrelation in the residuals, as well as the variance inflation factors towards multicollinearity. The novelty of the current paper consists in the consideration of a multifarious set of performance ratios. This research is important for both managers and investors, since CSR undertakings improve corporate performance. © 2014, Editura Economica. All rights reserved.","Accounting-based performance; Corporate social responsibility; Market-based performance; Panel data regression models; Romania",,"Simionescu, L.N.; The Bucharest University of Economic StudiesRomania",,"Editura Economica",18420206,,,,"English","Manage. Mark.",Article,Scopus,2-s2.0-84924497366
"Kim Y., Brodhag C., Mebratu D.","Corporate social responsibility driven innovation",2014,"Innovation","27","2",,"175","196",,1,10.1080/13511610.2014.915191,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902782384&partnerID=40&md5=81632911a94d425026f277c11d2d394e","Directorate for Financial and Enterprise Affairs, Organisation for Economic Co-operation Development (OECD), Paris, France; Institut Henri Fayol, Ecole Nationale Supérieure des Mines de Saint Etienne (EMSE), Saint-Etienne, France; Regional Office for Africa, United Nations Environment Programme (UNEP), Nairobi, Kenya","Kim Y., Directorate for Financial and Enterprise Affairs, Organisation for Economic Co-operation Development (OECD), Paris, France; Brodhag C., Institut Henri Fayol, Ecole Nationale Supérieure des Mines de Saint Etienne (EMSE), Saint-Etienne, France; Mebratu D., Regional Office for Africa, United Nations Environment Programme (UNEP), Nairobi, Kenya","This study identifies the substantial relationship between corporate social responsibility (CSR) and innovation activities of firms. Using the French Vigeo sustainability rating and the Thomson Reuters, we divided 619 firms into groups by their industry sectors, regions, and firm characteristics such as size and age. We premise that innovative investment is needed to prepare tomorrow's profits not only by considering investments in technology and in R&D, but also by dealing with sustainability to human, social, environmental, technical, and economic investments. Consequently, when the firm manipulates its short- and long-run business strategies, the consideration of the correlation between types of investment and CSR initiatives will lead to more cooperating effect on the outcome of investments. The findings provide a comprehensive understanding on the effect of sustainable management strategies on the innovation and sustainability of firms. © 2014 © 2014 ICCR Foundation.","business-led initiatives; innovation; stakeholders; sustainability","business development; corporate strategy; environmental economics; innovation; research and development; stakeholder; sustainability; sustainable development","Kim, Y.; Directorate for Financial and Enterprise Affairs, Organisation for Economic Co-operation Development (OECD), Paris, France; email: yunhee.kim@oecd.org",,"Routledge",13511610,,,,"English","Innovation",Article,Scopus,2-s2.0-84902782384
"Navarro-Galera A., Ruiz-Lozano M., de los Ríos-Berjillos A., Tirado-Valencia P.","Corporate social responsibility in local government in the united kingdom and ireland [La responsabilité sociale corporative dans les gouv ernements locaux: Le cas du royaume-uni et de l’irlande] [La responsabilidad social corporativa en los gobiernos locales: El caso de reino unido e irlanda]",2014,"Innovar","24","54",,"89","105",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84907776206&partnerID=40&md5=1aba635c7936736296da43c5e73b3a4e","Universidad de Granada, Departamento de Economía Financiera y Contabilidad, Spain; Universidad Loyola Andalucía, Departamento de Economía Financiera y Contabilidad, Spain; Universidad Loyola Andalucía, Departamento de Organización de Empresas, Spain","Navarro-Galera A., Universidad de Granada, Departamento de Economía Financiera y Contabilidad, Spain; Ruiz-Lozano M., Universidad Loyola Andalucía, Departamento de Economía Financiera y Contabilidad, Spain; de los Ríos-Berjillos A., Universidad Loyola Andalucía, Departamento de Organización de Empresas, Spain; Tirado-Valencia P., Universidad Loyola Andalucía, Departamento de Economía Financiera y Contabilidad, Spain","The question of transparency is an essential element in the debate on social Responsibility (sR), as it highlights the commitments that have been acquired and the results obtained by the approach, increasing the credibility levels of the organizations that employ it. in concrete terms, the dissemination of information on sR might contribute to legitimizing the approach. This research examines the information on sR that is made available on line by local authorities in the United Kingdom and ireland. these two countries were selected because they represent the anglo saxon model of local government in europe. The investigation casts light on the ways in which these countries deal with this information and which aspects they pay most attention to. furthermore, by carrying out a cluster analysis, it was possible to identify certain shared patterns of behavior within a single culture of public administration. © 2014 Universidad Nacional de Colombia. All rights reserved.","Information; Local government; Public sector; Social responsibility; Sustainability",,"Tirado-Valencia, P.c/ Escritor Castilla Aguayo 4, Spain",,"Universidad Nacional de Colombia",01215051,,,,"Spanish","Innovar",Article,Scopus,2-s2.0-84907776206
"Graafland J., Zhang L.","Corporate social responsibility in China: Implementation and challenges",2014,"Business Ethics","23","1",,"34","49",,3,10.1111/beer.12036,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84896510740&partnerID=40&md5=9aa706cef6c672f9b49b0bf0a15eca4f","Tilburg Sustainability Center/European Banking Center/CentER, Department of Economics, Tilburg University, Tilburg, Netherlands","Graafland J., Tilburg Sustainability Center/European Banking Center/CentER, Department of Economics, Tilburg University, Tilburg, Netherlands; Zhang L.","Corporate social responsibility (CSR) is becoming increasingly important in China. This paper investigates the implementation of instruments for dimensions of CSR that are relevant for the Chinese context and the challenges that Chinese companies face. Based on a survey among 109 Chinese companies, we find that formal instruments to implement CSR are rather common. Companies spend most effort in improving the economic aspects of CSR, such as competitiveness, product innovation and process innovation. Only a small minority of the companies set concrete targets and report the realization of these targets for social and environmental goals. This indicates that the attention to social and environmental aspects of CSR is still rather loose. The most important challenges for improving CSR are strong competitive pressure, insufficient support from the government and/or nongovernmental organizations and high costs of CSR implementation. Multiple regression analysis shows that the use of instruments is positively related to company size and foreign ownership and negatively related to lack of resources and support for CSR by investors and consumers. © 2013 The Author.",,,,,"Wiley-Blackwell Publishing Ltd",09628770,,,,"English","Bus. Ethics",Article,Scopus,2-s2.0-84896510740
"Manasakis C., Mitrokostas E., Petrakis E.","Strategic corporate social responsibility activities and corporate governance in imperfectly competitive markets",2014,"Managerial and Decision Economics","35","7",,"460","473",,1,10.1002/mde.2635,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84908251302&partnerID=40&md5=8519402366dc56725995108ccd9a5a7d","Department of Political Science, University of Crete, University Campus at Gallos, Rethymnon, Crete, Greece; Economics and Finance Subject Group, Portsmouth Business School, University of Portsmouth, Hampshire, Portsmouth, United Kingdom; Department of Economics, University of Crete, University Campus at Gallos, Rethymnon, Crete, Greece","Manasakis C., Department of Political Science, University of Crete, University Campus at Gallos, Rethymnon, Crete, Greece; Mitrokostas E., Economics and Finance Subject Group, Portsmouth Business School, University of Portsmouth, Hampshire, Portsmouth, United Kingdom; Petrakis E., Department of Economics, University of Crete, University Campus at Gallos, Rethymnon, Crete, Greece","We investigate the incentives of firms' owners to commit voluntarily to corporate social responsibility (CSR) activities in an oligopolistic market. The socially responsible attributes attached to products are considered as credence goods, with consumers forming expectations about their existence and level. We show that hiring an 'individually' socially responsible CEO and delegating to him the CSR effort and market decisions acts as a commitment device for the firm's owners and credibly signals to consumers that the firm will undertake the 'missioned' CSR activities. We also find that CSR activities are welfare enhancing for consumers and firms and thus, they should be encouraged. © 2013 John Wiley & Sons, Ltd.",,,"Manasakis, C.; Department of Political Science, University of Crete, University Campus at GallosGreece",,"John Wiley and Sons Ltd",01436570,,,,"English","Manage. Decis. Econ.",Article,Scopus,2-s2.0-84908251302
"Anagnostopoulos C., Byers T., Shilbury D.","Corporate social responsibility in professional team sport organisations: Towards a theory of decision-making",2014,"European Sport Management Quarterly","14","3",,"259","281",,5,10.1080/16184742.2014.897736,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902885381&partnerID=40&md5=8f9ad39b30b72f6797c25944f0967470","Centre for the International Business of Sport (CIBS), Coventry Business School, Coventry, United Kingdom; Fredericton, University of New Brunswick, Canada; Sport Management Program, School of Management and Marketing, Deakin University, Melbourne, Australia","Anagnostopoulos C., Centre for the International Business of Sport (CIBS), Coventry Business School, Coventry, United Kingdom; Byers T., Centre for the International Business of Sport (CIBS), Coventry Business School, Coventry, United Kingdom, Fredericton, University of New Brunswick, Canada; Shilbury D., Sport Management Program, School of Management and Marketing, Deakin University, Melbourne, Australia","Research question: Corporate social responsibility (CSR) is increasingly important to business, including professional team sport organisations. Scholars focusing on CSR in sport have generally examined content-related issues such as implementation, motives or outcomes. The purpose of this paper is to add to that body of knowledge by focusing on process-related issues. Specifically, we explore the decision-making process used in relation to CSR-related programmes in the charitable foundations of the English football clubs.Research methods: Employing a grounded theory method and drawing on the analysis and synthesis of 32 interviews and 25 organisational documents, this research explored managerial decision-making with regard to CSR in English football.Results and findings: The findings reveal that decision-making consists of four simultaneous micro-social processes ('harmonising', 'safeguarding', 'manoeuvring' and 'transcending') that form the platform upon which the managers in the charitable foundations of the English football clubs make decisions. These four micro-social processes together represent assessable transcendence; a process that is fortified by passion, contingent on trust, sustained by communication and substantiated by factual performance enables CSR formulation and implementation in this organisational context.Implications: The significance of this study for the sport management literature is threefold: (1) it focuses on the individual level of analysis, (2) it shifts the focus of the scholarly activity away from CSR content-based research towards more process-oriented approaches and (3) it adds to the limited number of studies that have utilised grounded theory in a rounded manner. © 2014 © 2014 European Association for Sport Management.","charitable foundations; CSR; decision-making; grounded theory; sport",,"Anagnostopoulos, C.; Centre for the International Business of Sport (CIBS), Coventry Business School, Coventry, United Kingdom; email: c.anagnostopoulos@coventry.ac.uk",,"Routledge",16184742,,,,"English","Eur. Sport Manage. Q.",Article,Scopus,2-s2.0-84902885381
"Young S., Thyil V.","Corporate Social Responsibility and Corporate Governance: Role of Context in International Settings",2014,"Journal of Business Ethics","122","1",,"1","24",,2,10.1007/s10551-013-1745-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902820087&partnerID=40&md5=266dfc7ddccaa2b5319e9239c6a5893a","Economics and Law, La Trobe Business School, La Trobe University, Melbourne, VIC, Australia; Accounting Economics Finance and Law Group, Swinburne University of Technology, Melbourne, VIC, Australia","Young S., Economics and Law, La Trobe Business School, La Trobe University, Melbourne, VIC, Australia; Thyil V., Accounting Economics Finance and Law Group, Swinburne University of Technology, Melbourne, VIC, Australia","This research aims to explore the relationship between corporate governance and CSR: What are the major factors that play a direct role in the establishment of this relationship? How does context and institutional background impact upon the relationship between CSR and Governance? Using in-depth semi-structured interviews from two types of governance systems in three countries over three years, this study has demonstrated that in practice, within different settings, CSR is being used both as a strategy as well as a reaction to different drivers. We call this adaptive governance where governance can be defined as a flexible system of action incorporating strategic and monitoring activities that determines the way a company enacts its responsibilities to its shareholders and stakeholders and which is determined at any given time by the interrelationship of institutional drivers and behavioural norms. Governance systems and their interrelationships with CSR are demonstrated as fluid according to the national and institutional context, economic situation and industry impact. In the eyes of practitioners corporate governance includes both structural and behavioural factors as well as responsibilities and actions towards shareholders and stakeholders. Contextual factors that this research highlights to be important to the incorporation of CSR into governance include the economic environment, national governance system, regulation and soft law, shareholders, national culture, behavioural norms and industry impacts. Hypotheses on the impact of institutional contexts, industry impacts and economic situations on different types of CSR actions are proposed for further research. © 2013 Springer Science+Business Media Dordrecht.","Australia; Corporate social responsibility; Governance; India; Institutional theory; United Kingdom",,"Young, S.; Economics and Law, La Trobe Business School, La Trobe University, Melbourne, VIC, Australia; email: s.h.young@latrobe.edu.au",,"Springer Netherlands",01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84902820087
"Ciciretti R., Kobeissi N., Zhu Y.","Corporate social responsibility and financial performance: An analysis of bank community responsibility",2014,"International Journal of Banking, Accounting and Finance","5","4",,"342","373",,,10.1504/IJBAAF.2014.067026,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921721612&partnerID=40&md5=a828d750bf093bc274a1fc77aa8ecdf9","Facolta di Economia, Università degli Studi di Roma, Tor Vergata, Rome, Italy; Department of Management, Long Island University - Post, Brookville, NY, United States; Tobin College of Business, St. John's University, 8000 Utopia Parkway, Queens, NY, United States","Ciciretti R., Facolta di Economia, Università degli Studi di Roma, Tor Vergata, Rome, Italy; Kobeissi N., Department of Management, Long Island University - Post, Brookville, NY, United States; Zhu Y., Tobin College of Business, St. John's University, 8000 Utopia Parkway, Queens, NY, United States","This paper investigates the impact of a bank's community responsibilities on financial performance. It utilises various improved performance measures (short and long run performance, book and market value, labour productivity and overall productivity), as well as a test for causality. The paper finds significant evidence that banks were better off by adhering to their mandated community responsibilities. In fact, banks were more likely to be rewarded with lower cost of capital for both debt and equity. In terms of causality, the paper finds that social and financial performances could be codetermined; however, the relationship between these two variables seemed to be stronger in the direction of social responsibility having an impact on financial performance. Copyright © 2014 Inderscience Enterprises Ltd.","Bank community responsibility; Corporate social responsibility; CSR; Financial performance",,"Kobeissi, N.; Department of Management, Long Island University - PostUnited States",,"Inderscience Publishers",17553830,,,,"English","Int. J. Bank. Account. Financ.",Article,Scopus,2-s2.0-84921721612
"Jiraporn P., Jiraporn N., Boeprasert A., Chang K.","Does corporate social responsibility (CSR) improve credit ratings? Evidence from geographic identification",2014,"Financial Management","43","3",,"505","531",,6,10.1111/fima.12044,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84908237659&partnerID=40&md5=4f9d9e5bb02e618e9f4ce34fbdbef7aa","School of Graduate Professional Studies, Pennsylvania State University in MalvernPA, United States; The National Institute of Development Administration (NIDA), SASIN Graduate Institute of Business Administration (GIBA), Chulalongkorn University, Bangkok, Thailand; State University of New York (SUNY) at Oswego, Oswego, NY, United States; National Institute of Development Administration (NIDA), Bangkok, Thailand; Petroleum Authority of Thailand, Bangkok, Thailand; University of South Florida-Sarasota-Manatee, Sarasota, FL, United States","Jiraporn P., School of Graduate Professional Studies, Pennsylvania State University in MalvernPA, United States, The National Institute of Development Administration (NIDA), SASIN Graduate Institute of Business Administration (GIBA), Chulalongkorn University, Bangkok, Thailand; Jiraporn N., State University of New York (SUNY) at Oswego, Oswego, NY, United States; Boeprasert A., National Institute of Development Administration (NIDA), Bangkok, Thailand, Petroleum Authority of Thailand, Bangkok, Thailand; Chang K., University of South Florida-Sarasota-Manatee, Sarasota, FL, United States","We show that a firm's CSR policy is significantly influenced by the CSR policies of firms in the same three-digit zip code, an effect possibly due to investor clienteles, local competition, and/or social interactions. We then exploit the variation in CSR across the zip codes to estimate the effect of CSR on credit ratings under the assumption that zip code assignments are exogenous. We find that more socially responsible firms enjoy more favorable credit ratings. In particular, an increase in CSR by one standard deviation improves the firm's credit rating by as much as 4.5%. © 2014 Financial Management Association International.",,,,,"John Wiley and Sons Inc.",00463892,,,,"English","Financ. Manage.",Article,Scopus,2-s2.0-84908237659
"Koku P.S., Savas S.","On corporate social responsibility and Islamic marketing",2014,"Journal of Islamic Marketing","5","1",,"33","48",,,10.1108/JIMA-04-2013-0028,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84898466963&partnerID=40&md5=162e9a88ff7f9cc6286f04c3609ad0f4","Department of Marketing, Florida Atlantic University, Boca Raton, FL, United States","Koku P.S., Department of Marketing, Florida Atlantic University, Boca Raton, FL, United States; Savas S., Department of Marketing, Florida Atlantic University, Boca Raton, FL, United States","Purpose: The purpose of this study is to examine the concept of corporate social responsibility (CSR) and explore its connection to Islamic marketing with the view of providing the basis for an integrated framework of the two which corporations could use to market worldwide and not only to Islamic consumers. Furthermore, the study explores the connection between CSR and Islamic marketing using the tenets of the Qur'an. Design/methodology/approach: The study critically reviews the literature on CSR and links it to the Qur'anic teachings. Findings: The study concludes that Islamic marketing will be richer in scholarship and practice if dialogue is established, and areas of commonality between Islamic marketing and CSR are explored. Research limitations/implications: This is a theoretical paper that needs to be empirically validated in further studies. Practical implications: The study has several practical implications on how corporations, entrepreneurs and the marketing practitioner could conduct transactions that are consistent with the principles of CSR and the Qur'an. Originality/value: The study is creative and uses original arguments based on the review of the literature and the Qur'an. © Emerald Group Publishing Limited.","Islamic business ethics; Islamic law and marketing practices; Islamic marketing; Islamic markets",,"Koku, P. S.; Department of Marketing, Florida Atlantic University, Boca Raton, FL, United States; email: Koku@fau.edu",,"Emerald Group Publishing Ltd.",17590833,,,,"English","J. Islam. Mark.",Article,Scopus,2-s2.0-84898466963
"Yu Y., Choi Y.","Corporate social responsibility and firm performance through the mediating effect of organizational trust in Chinese firms",2014,"Chinese Management Studies","8","4",,"577","592",,,10.1108/CMS-10-2013-0196,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84912095622&partnerID=40&md5=54a2eb22d7d8cb770f3a9e0b6b88e0b0","School of Business Administration, Jiangxi University of Finance and Economics, Nanchang, China; Department of International Trade, Inha University, Incheon, South Korea","Yu Y., School of Business Administration, Jiangxi University of Finance and Economics, Nanchang, China; Choi Y., Department of International Trade, Inha University, Incheon, South Korea","Purpose: The purpose of this paper is to investigate the mediating effect of organizational trust on the relationship between perceived corporate social responsibility (CSR) practices and firm performance.Design/methodology/approach: A total of 674 questionnaires were sent randomly to Chinese firms to obtain a total of 168 reliable responses. A confirmatory factor analysis was conducted for a validity test, and structural equation modeling was employed to test the mediating effect of organizational trust.Findings: The empirical results show that perceived CSR practices of firms had significant direct effects on employee well-being and organizational performance and that organizational trust partially mediated the relationships of CSR practices to employee well-being as well as to organizational performance.Research limitations/implications: The data may not fully represent a generalized survey of all industries with CSR management. In this regard, future research should focus on a specific Chinese industry. The results suggest that firms should more actively promote the role of employees in CSR strategies to better build organizational trust.Originality/value: Previous CSR studies have generally focused on customers’ perceptions, paying little attention to employees’ viewpoints. This study provides the first empirical analysis of the relationship between CSR and firm performance from the perspective of employees in Chinese firms. In addition, the study examines the mediating role of trust in CSR, which has been rarely considered in the context of Chinese firms. © Emerald Group Publishing Limited.","China; Employee well-being; Employees’ perception of CSR; Mediating effect; Organizational trust; Structural equation modeling",,"Yu, Y.; School of Business Administration, Jiangxi University of Finance and EconomicsChina",,"Emerald Group Publishing Ltd.",1750614X,,,,"English","Chin. Manage. Stud.",Article,Scopus,2-s2.0-84912095622
"Vives A.","Guidance for Corporate Social Responsibility in Small and Medium Enterprises: Effectiveness of self-evaluation tools [Guías para la Responsabilidad Social en las PyMEs: Efectividad de herramientas de autoevaluación]",2014,"Journal Globalization, Competitiveness and Governability","8","2",,"29","54",,,10.3232/GCG.2014.V8.N2.02,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84907370816&partnerID=40&md5=9c728a78e6245980c25cee938b0cd7b2","Stanford University, EEUU, 9417 Meadow Shire Ln, Great Falls, VA 22066, United States","Vives A., Stanford University, EEUU, 9417 Meadow Shire Ln, Great Falls, VA 22066, United States","This article includes a study of the self-evaluation CSR tools that have been developed for SMEs, which in general are designed to identify the gaps in their responsible practices as assessed against some ideal, implicit or explicit, an as a result to stimulate actions to improve them. The characteristics and content of eleven tools produced by different institutions in Latin America, Spain and multilateral organizations are analyzed. Their content is typified, the suitability for SMEs in evaluated and conclusions are reached as to their effectiveness in the adoption of responsible practices. It also discusses the risks of using a uniform template and advice, implicitly or explicitly, that companies undertake responsible practices on all areas, which can limit the effectiveness of the tools.","Corporate social responsibility; Guides; Latin America; Questionnaires; Self-evaluation; Small and medium enterprises; Spain; Sustainability",,"Vives, A.; Stanford University, EEUU, 9417 Meadow Shire Ln, Great Falls, VA 22066, United States; email: Antoniov@cumpetere.com",,"Georgetown University and Universia",19887116,,,,"Spanish","J. Globalization Compet. Governability",Article,Scopus,2-s2.0-84907370816
"Saju B., Rajan K.R.","Impact of corporate social responsibility on customer loyalty and the mediating role of affective identification",2014,"Indian Journal of Marketing","44","9",,"7","19",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84919724256&partnerID=40&md5=df70323825234dd019137396d5e488e6","VIT Business School, VIT Chennai, Vandalur-Kelambakkam Road, Chennai, India; VITBusiness School, VIT University, Vellore, TamilNadu, India","Saju B., VIT Business School, VIT Chennai, Vandalur-Kelambakkam Road, Chennai, India; Rajan K.R., VITBusiness School, VIT University, Vellore, TamilNadu, India","This paper investigates the impact of perceived corporate social responsibility on customer loyalty with a model incorporating perceived product attributes and consumers' affective identification with a company. Using a survey with the customers of an ethnic apparel retailer brand, this study established that CSR has a significant impact on customer loyalty, and this process is mediated by consumers' affective identification with the company as a result of CSR. This study extended the extant literature by testing and validating the role of perceived CSR and affective identification on loyalty formation in the Indian context. It was also observed that CSR has a better scope to bring about affective ties with a company than conventional product attributes. The research suggested that marketers need to create engagement platforms with customers to create strong points of differentiation based on CSR, when consumers perceive parity on product attributes between competing offerings.","Affective identification; CSR; Customer loyalty; Product attributes",,,,"Associated Management Consultants Pvt. Ltd.",09738703,,,,"English","Ind. J. Mark.",Article,Scopus,2-s2.0-84919724256
"Jorge M.L., Peña F.J.A.","Determinants of corporate social responsibility and business ethics education in Spanish universities",2014,"Business Ethics","23","2",,"139","153",,2,10.1111/beer.12041,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84898626994&partnerID=40&md5=1c86e29a3485de9d47966cc23bd4ef2b","University of Cadiz, Cadiz, Spain","Jorge M.L., University of Cadiz, Cadiz, Spain; Peña F.J.A., University of Cadiz, Cadiz, Spain","The current economic crisis, unsustainable growth, and financial scandals invite reflection on the role of universities in professional training, particularly those who have to manage businesses. This study analyzes the main factors that might determine the extent to which Spanish organizational management educators use corporate social responsibility (CSR) or business ethics stand-alone subjects to equip students with alternative views on business. A web content analysis and non-parametric mean comparison statistics of the curricula of undergraduate degrees in all universities in Spain were conducted. The main conclusion of this paper is related to the Bologna effect in Spanish universities. Comparing our results with prior research in this matter, it is demonstrated that the main reason that explains the increase of CSR and ethical education in Spain is the Bologna process and its adaptation to the European Higher Education Area. Also, private universities in Spain are more likely to require an ethics course than public universities. Other factors, such as size, political orientation, or related to CSR chairs are not statistically explanatory of CSR and ethical education. © 2014 The Authors. Business Ethics: A European Review © 2014 John Wiley & Sons Ltd.",,,,,"Wiley-Blackwell Publishing Ltd",09628770,,,,"English","Bus. Ethics",Article,Scopus,2-s2.0-84898626994
"Jo H., Harjoto M.","Analyst coverage, corporate social responsibility, and firm risk",2014,"Business Ethics","23","3",,"272","292",,3,10.1111/beer.12051,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84901917983&partnerID=40&md5=f749b8fbc165da9bc06ecf1bd6118955","Leavey School of Business, Santa Clara University, Santa Clara, United States; Graziadio School of Business and Management, Pepperdine University, Malibu, United States","Jo H., Leavey School of Business, Santa Clara University, Santa Clara, United States; Harjoto M., Graziadio School of Business and Management, Pepperdine University, Malibu, United States","This article examines the empirical association between analyst coverage and corporate social responsibility (CSR) by investigating their simultaneous and causal effects, and its joint effects of CSR engagement and analyst coverage on firm risk. We find a positive association between the level and change of CSR engagement and the level and change of analyst coverage after considering simultaneity and causality. Based on the first-difference approach, we further find that the change in analyst following from the previous year affects the change in CSR in the current period, whereas the change in CSR from the previous period does not influence the change in analyst following in the current period. Furthermore, we find that the change in CSR engagement as well as the interaction effect of changes in CSR and analyst coverage reduces the change of firm risk. When we examine the CSR strengths and concerns separately, analyst following does not significantly influence firms' CSR strength but CSR concern activities decreases significantly as firms have more analyst followings. We further find the mediating role of financial analysts between CSR concerns (but not CSR strengths) and firm risk. We maintain that analysts provide indirect but additional social pressure to the firms to eventually reduce their irresponsible activities. Taken together, we interpret these results to support the stakeholder theory-based conflict-resolution explanation that considers CSR engagement as a vehicle to reduce conflicts of interest between managers and noninvesting stakeholders but not the overinvestment hypothesis that views CSR as a waste of valuable resources at the cost of shareholders. © 2014 The Authors. Business Ethics: A European Review © 2014 John Wiley & Sons Ltd.",,,,,"Wiley-Blackwell Publishing Ltd",09628770,,,,"English","Bus. Ethics",Article,Scopus,2-s2.0-84901917983
