Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Agudo J.M., Gargallo P., Salvador M.","Measuring corporative social performance in firms: a Bayesian factor analysis approach",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925949653&partnerID=40&md5=f7ac5352366b672943e5ee229378dd5e","This paper proposes a new empirical procedure for measuring Corporate Social Performance in firms, taking the Carroll model and the Stakeholder theory as theoretical supports. To that aim we use a second order factor model and we adopt a Bayesian approach that allows us to carry out a more effective statistical treatment of the missing data, using all the available information and without appealing to asymptotic results. Furthermore, we identify significant patterns of firm's behavior by means of novel statistical classification techniques and we analyze which aspects of Corporate Social Responsibility are less developed. The methodology is applied to a sample of Spanish firms. Our results show that there is a positive relationship between the firms Corporate Social Performance and their size, degree of Corporate Social Responsibility awareness and stakeholder pressure. However, Corporate Social Responsibility is not well-known in micro and small Spanish firms, which leads to a low level of implementation. © 2015, Copyright © 2015 Vilnius Gediminas Technical University (VGTU) Press.","Bayesian inference; CSP; CSR; factor analysis; MCMC; Stakeholder theory",
"Simionescu L.","Corporate social (CS) And corporate financial performance (CFP): An empirical evidence from listed companies in Romania",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84943515392&partnerID=40&md5=133ce7a07cf8ff9062d0088f7180e15f","This paper aim is to empirically investigate the relationship between CSP and CFP by using both accounting-based measures, namely Return on Assets (ROA), and Return on Equity (ROE), as well as marketbased measures, respectively Earnings per Share (EPS), on a sample of 21 companies listed on Bucharest Stock Exchange (BSE) over the period of 2011 to 2013. We employed OLS regression models and we found a positive and statistically significant relationship between CSP and EPS. The current paper novelty consists in consideration of mixed performance ratios and also enhanced the literature on the link between CSP-CFP. This research is important for academic as well as practitioners filed, since CSP engagements improve CFP. © 2015, SRAC - Societatea Romana Pentru Asigurarea Calitatii . All Rights Reserved.","Accounting-based measures; Corporate Social Performance; Corporate Social Responsibility; Market-based measures; OLS regression models; Romania",
"Barka H.B., Dardour A.","Investigating the relationship between director’s profile, board interlocks and corporate social responsibility",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927794496&partnerID=40&md5=5f886a43a5b9b06649646a8fa8b1e99f","Purpose - The purpose of this paper is to discuss a research model that presents three metrics of corporate social performance (CSP): board interlocks, director's profile and corporate social responsibility (CSR). Design/methodology/approach - Based on social network theories, the authors argue the possible relationships between the three variables. The authors conduct the study on 255 directorships in the boards of 20 listed companies in France, which participate in Carbon Disclosure Project (CDP) for 2010. Findings - The results show that director's background and nationality diversity in the board are the most relevant attributes to discerning firms with high CSR scores. However, the relationship between board interlocks and CSR is not consistent. Some explanations are reported and discussed. Research limitations/implications - The research contributes to recognize the most influential variables in board composition for firms with high CSR scores, although it is based on a conceptual development and an explorative analysis. It could constitute the basis for future research which integrates modeling and multivariate analysis. Practical implications - Diversity in the board could be an effective tool to guide management for more CSR decisions. Social implications - The paper highlights the importance of diversifying the recruitment base when integrating new board members. This implies opening board networks to new profiles, in order to better meet stakeholders' expectations regarding CSR. Originality/value - The paper contributes to board literature by highlighting the importance of combining individual attributes (director) with corporate ones (board of directors) to better assess the role of board of directors in the adoption of CSR' practices. © Emerald Group Publishing Limited.","Corporate governance; Dynamic organizations; Environment; Group dynamics; Management research; Network organization",
"Ilhan-Nas T., Koparan E., Okan T.","The effects of the CSR isomorphism on both CSP and CFP",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938597473&partnerID=40&md5=22a582ffba6e0fb9c446302d8aaf6e29","Purpose – The purpose of this study is to contribute to the understanding of the interrelationships between corporate social responsibility (CSR) isomorphism of headquarters (HQs) and their subsidiaries as well as corporate social performance (CSP) and corporate financial performance (CFP) at the subsidiary level. Design/methodology/approach – This study tested these relationships through canonical correlation analyses. The data used were drawn from corporate HQ and 63 subsidiaries, which were publicly listed on the Istanbul Stock Exchange in 2007. Both qualitative and quantitative techniques were used in the study. Findings – The results generally indicated that the isomorphism between the CSR practices of the HQ and those of their subsidiaries could impact both the CSP, especially the product and employee dimensions, and the CFP. No relationship was found to exist between the CSP and CFP. Originality/value – Despite extensive interest by scholars and practitioners in the subject area, relatively little is known about the management of CSR by the multinational enterprises (MNEs) (Meyer, 2004), as the literature does not systematically examine the effects that occur on employee performance following the diffusion of CSR among the MNEs subsidiaries. Extending earlier literature on CSR, by integrating the effect of the CFP, the present study focuses on the effects of isomorphism between the CSR practices of the MNEs and those of their subsidiaries on both CSP and CFP. Further, the study examined the interrelation of CSP and CFP from the perspective of international management. Given the increased interest in corporate governance matters at the international level, CSR plays a central and fundamentally important role in the corporate governance of the MNEs because of both globalization forces and the pressures exerted by stakeholders. In this context, this paper is one of the first to explore the transfer of CSR practices from the MNEs to their subsidiaries. The effect of CSR on performance is an important research question, especially for emerging markets (Ibrahim and Angelidis, 1995; Waddock and Graves, 1997; Ghazali, 2007; Johnson and Greening, 1999). Despite the importance of this issue, however, until recently, only a limited discussion has been evident in the literature on CSR in the international arena with particular reference given to the emerging economies. Studying the effects of the CSR isomorphism on the performance in Turkish context is justified in three ways. First, Turkey is the largest emerging economy in Eastern Europe, the Balkans and the Middle East (Tatoglu et al., 2003, p. 7). It presents the emerging nature of the market and the transitional characteristics of the institutional environment (Cavusgil et al., 2002). Second, the drivers for CSR in Turkey, such as the other emerging markets whose institutional characteristics and economic fundamentals is similar, are exogenous and institutional rather than endogenous factors (Ararat and Gocenoglu, 2006, p. 11). Excluding the philanthropic activities, the very first manifestations of CSR were observed in the business conduct of MNEs in Turkey (Ararat and Gocenoglu, 2006, p. 11). MNEs have a dominant and leader role in Turkey for CSR practices. Finally, the subsidiaries operating in Turkey are less likely to resist the transfer of the organizational policies and practices such as human resource management policies (Sayim, 2010, 2011) and organizational culture (Ilhan, 2008). In fact, they want to even transfer the policies and practices from MNEs (Sayim 2010, 2011; Ilhan, 2008). Therefore, Turkish context provides a good case to test the effects of the CSR isomorphism on the performance. © Emerald Group Publishing Limited.","Corporate social responsibility; Financial performance; Institutional theory; Isomorphism; Social performance; Turkey",
"Man M., Măcriş M.","Integration of corporative governance into organisation’s social responsibility system [Integracja nadzoru korporacyjnego z systemem organizacyjnej odpowiedzialności społecznej]",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84935070519&partnerID=40&md5=ebf973b38a27620ce96f14664bfe80ce","The European Union defines the corporative governance as a phenomenon whereby the companies voluntarily decide to contribute to a better society and a cleaner environment. The answer to the question “If we could measure, rank and classify the various organisations depending on their economic performances, why can we not do the same regarding their social performances?” provides the idea of corporate social performance. The corporate social responsibility is seen as way of sustainable development whereby the organisations understand to deal with social and environmental problems as integral parts of the business operations. Following the companies’ involvement in the life of the community, society in general, they acquire recognition, reputation and gratitude. © by Faculty of Management.","Corporate governance; Economic performance; Responsibility accounting; Social balance; Social performance",
"de la Cuesta González M., Herrasti E.P., Gázquez J.D.P.","Identification of relevant indicators of CSR performance through the use of multi-criteria techniques [Identification d’indicateurs significatifs du travail RSE par l’utilisation de techniques multicritères] [Identificação de indicadores relevantes do desempenho RSE mediante a utilização de técnicas multicritério] [Identificación de indicadores relevantes del desempeño RSE mediante la utilización de técnicas multicriterio]",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924764127&partnerID=40&md5=f55fe3cd11a16252f6139fce9e87720a","One of the basis for companies’ CSR management and reporting is to focus on issues that are relevant to the society. This requirement along with the necessity of comparing CSR performance among companies obliges firms to make a great effort on their CSR accountability. This study focuses on the application of multicriteria decision-making techniques, specifically the analytic hierarchy process (AHP), to identify corporate social responsibility issues which both companies and stakeholders consider relevant and material with the aim of providing a tool for measuring the corporate social performance. This work explains how the AHP methodology was applied in the selection of material indicators in corporate social responsibility reporting and their relative importance. It was done for the Spanish case and applied to a sample of six Spanish big companies and four of the most representative civil organizations. The results of this study are summarized in 60 indicators distributed in four areas: environment, economy, corporate governance and society. As this last area contains the greatest number of indicators, it was divided into four sub-dimensions (human resources, human rights, product responsibility and society), for a more in-depth analysis of its complexity. © 2015, Universidad Nacional de Colombia. All rights reserved.","Accountability; Corporate social responsibility; Interest groups; Multi-criteria decision making",
"Arli D., Rundle-Thiele S., Lasmono H.","Consumers’ evaluation toward tobacco companies: Implications for social marketing",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928028562&partnerID=40&md5=c1c281d4068cc7b264ee1f5b36773be5","Purpose – Given the well-documented outcomes of corporate social responsibility (CSR) activities, tobacco companies that exhibit CSR may be trusted and consumers may hold positive attitudes towards tobacco companies further contributing to and reinforcing smoking behaviours, which is a highly undesired and addictive behaviour. Thus, the purpose of this paper is to understand smokers and non-smokers views of CSR activities by Indonesian tobacco companies. Design/methodology/approach – Data were collected from a large private university in Surabaya, Indonesia. There were 191 usable questionnaires with 91.7 per cent male and 8.3 per cent female. The number of smokers and non-smokers were evenly split, 49 per cent smokers and 51 per cent non-smokers which is slightly lower than the 67 per cent of male smokers in Indonesia. Of the 94 smokers in the sample, 69 per cent reported smoking on a daily basis. Findings – The results of this study suggest that CSR activities are able to cultivate favourable images of the tobacco companies especially for those who are currently smoking. CSR in the domain of the tobacco industry increases people’s favourable association with the company. Moreover, the findings show that consumer-company identification does not affect company evaluation (CE) and consumer sensitivity towards corporate social performance becomes a motivator which positively affects CE among smokers. Practical implications – This study has important implications for social marketing practice and research where the dominant focus remains on the downstream. In the case of smoking in Indonesia social marketing efforts directed towards mid and upstream may be more effective than downstream social marketing interventions which have to compete with global tobacco corporations. Originality/value – This is one of the first studies to explore the impact of CSR and one of the first studies to examine Indonesia, the world’s fourth most populous country which exhibits a very high male smoking rate. © Emerald Group Publishing Limited.","Corporate communications; Corporate identity; Corporate image; Social responsibility",
"Hall M., Millo Y., Barman E.","Who and What Really Counts? Stakeholder Prioritization and Accounting for Social Value",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84942831336&partnerID=40&md5=954af157b7b34315e55c3b4a16f6a53d","Research in stakeholder management has theorized extensively the prioritization of stakeholders as a key dynamic of firms' value creation, but has paid less attention to the organizational practices involved in the process of deciding 'who and what really counts.' We examine changes underpinning managers' prioritization of stakeholders and focus on how managers' attention to salient stakeholders is represented and communicated in a firm's accounting and reporting system. We study the emergence and development of Social Return on Investment (SROI): an accounting methodology intended to permit managers both to incorporate stakeholders' voices and to communicate the social value created by the firm for those stakeholders. We find that the ability of SROI to account for specific stakeholders, thus categorizing them as salient for the firm, is shaped by managers' epistemic beliefs and by the organization's material conditions. Our findings contribute to stakeholder theory by showing that the prioritization of stakeholders is not solely a managerial decision, but instead is dependent on the construction of an appropriate accounting and reporting system, as shaped by managers' epistemic beliefs and by the organization's material conditions. © 2015 John Wiley & Sons Ltd and Society for the Advancement of Management Studies.","Social accounting; Social return on investment; Stakeholder engagement; Stakeholder prioritization; Stakeholder salience; Value creation",
"Madsen P.M., Rodgers Z.J.","Looking good by doing good: The antecedents and consequences of stakeholder attention to corporate disaster relief",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926406814&partnerID=40&md5=f407ec5d4714eb8bfb134417b06f268f","Stakeholder theory suggests a relationship between corporate social responsibility (CSR) and corporate financial performance (CFP) because certain stakeholders reward certain types of CSR. This argument assumes that stakeholders attend to firms' CSR activities - an assumption that has yet to be examined. We fill this gap by extending stakeholder theory to the context of stakeholder attention to firm CSR and exploring the antecedents and consequences of stakeholder attention to corporate disaster relief CSR. We test the resulting hypotheses on a sample of public companies that engaged in natural disaster relief efforts, finding that stakeholder attention partially mediated the relationship between disaster relief and CFP and that stakeholder attention to corporate disaster relief was driven by the legitimacy, urgency, and enactment of disaster relief CSR initiatives. Copyright © 2014 John Wiley & Sons, Ltd.","attention; corporate social performance; corporate social responsibility; philanthropy; stakeholder salience; stakeholder theory","Disaster prevention; Disasters; Emergency services; attention; Corporate social performance; Corporate social responsibilities (CSR); philanthropy; stakeholder salience; Stakeholder theory; Economic and social effects"
"Marti C.P., Rovira-Val M.R., Drescher L.G.J.","Are Firms that Contribute to Sustainable Development Better Financially?",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84942297456&partnerID=40&md5=3f37f7f3eb1e69ed7a58a61cd2ad0710","The aim of this study is to analyze the effect exerted by corporate social strategies on (short-term and long-term) corporate financial performance (CFP). To this end, we use data on firms listed in the Stoxx Europe 600 index and Stoxx Europe Sustainability index from 2007 to 2010. On the sample data, we implement random and fixed effects panel data methodology corrected by heteroskedasticity, serial correlation, and/or cross-sectional dependence. The results obtained show that the implementation of corporate social responsibility (CSR) strategy, the level of economic development of the country and firm size determine CFP. In addition, the investment in research and development influences the return on assets while the company's financial slack affects the Tobin's Q. So, companies that contribute to sustainable development incur higher CFP. © 2015 John Wiley & Sons, Ltd and ERP Environment.","Corporate financial performance; Corporate social performance; Corporate social responsibility; European firms; Panel data; Sustainable development",
"Bouchet A., Troilo M., Spaniel W.","International sourcing, social responsibility and human assets: A framework for labor procurement negotiations in baseball’s talent supply chain",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928535906&partnerID=40&md5=70baeb77362c6a02237dd33adeebccdb","Purpose-The purpose of this paper is to explore the question: How does socially responsible buying/sourcing applies to human talent? The authors examine this question in the unique context of Major League Baseball’s (MLB) relationship with the “buscones” (agents) representing prospects from the Dominican Republic. Design/methodology/approach-Using game theory, the authors model how MLB teams create rules to curb unethical behavior within the supply chain. The principal relationship the authors will model is that of the franchises and the prospects. This relationship has as its core an investment decision by the individual franchises: Should they incur costs to ameliorate the context in which the prospects find themselves, or not? The costs of investment, whether it is in academies, general education, a revision of recruiting policies or something else, must be weighed against the negative externalities that are likely to result if the exploitation of the DR recruits becomes common knowledge to other stakeholders, particularly the public. Findings-The model shows that when investments are roughly evenly distributed, the teams successfully vote to outlaw unethical behaviors and thus collectively avoid the negative externalities. However, when investments are asymmetric, the teams invested in the current system vote against a ban to maintain a competitive edge, even though the system imposes costs on all of those involved. Originality/value-This paper serves as the initial paper that examines international sourcing, social responsibility and baseball. As international sport clubs/franchises continue to source athletic talent from around the globe, the issues discussed in the paper are both original and pertinent. © Emerald Group Publishing Limited.","Business ethics; Corporate responsibility; Dominican Republic; Social responsibility; Sourcing; Sports",
"Xu X., Gursoy D.","A Conceptual Framework of Sustainable Hospitality Supply Chain Management",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923365136&partnerID=40&md5=ce124e9b610c071351af6714853cff7b","In recent years, companies are under increasing pressure from consumers, grassroots and community organizations, governments, and shareholders to develop and practice sustainable business practices. While individual companies’ sustainability efforts are important, a true sustainability can be achieved only if all members of a supply chain participate in sustainable practices. This study proposes a conceptual hospitality supply chain framework that is developed based on a comprehensive review of sustainability literature in hospitality. This study also discusses the antecedents, consequences, actions, evaluation mechanisms, and sustainability practices that can be implemented by all members of the supply chain on three dimensions (environmental, social, and economic) of the sustainable supply chain management in hospitality business following the principles of triple bottom line reporting (3BL) approach. Managerial implications and future research extensions are also discussed. © , Copyright © Taylor & Francis Group, LLC.","conservation; corporate responsibility; environment; environmental concerns; green practices; social responsibility; sustainability",
"Susnienė D., Purvinis O.","Empirical Insights on Understanding Stakeholder Influence",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941747018&partnerID=40&md5=bd9a14850958e2f623e5eda5a42843fc","Abstract: The paper deals with the stakeholder management especially giving focus on the organization's and stakeholder relationships issues. The purpose of the paper is to construct a new methodological approach by developing fuzzy logic model based on experts’ knowledge for conceptual insights on possible solutions for measuring stakeholders’ influence. The objective of the research includes identification of possible organization stakeholder interactions considering stakeholders’ influence according to such attributes/ factors as interest, power, benevolence, and reliability. The results reveal that fuzzy logic technique is a reliable and valid tool for modelling and visualizing knowledge about stakeholders’ influence on the organization. Finally, the results were tested on the real business data concerning stakeholders’ influence. A contribution of this paper is the application of fuzzy logic model to evaluate and/or predict stakeholders’ influence to the issues the organization seeks to solve and to provide relevant information for the stakeholder relationships management. © 2015 Vilnius Gediminas Technical University (VGTU) Press.","attributes; fuzzy logic; influence; interactions; relationships; stakeholder management",
"Harrison J.S., Freeman R.E., de Abreu M.C.S.","Stakeholder theory as an ethical approach to effective management: Applying the theory to multiple contexts",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84943564023&partnerID=40&md5=6d6d843847fd57f7eb950212dbde0b68","Objective – This article provides a brief overview of stakeholder theory, clears up some widely held misconceptions, explains the importance of examining stakeholder theory from a variety of international perspectives and how this type of research will advance management theory, and introduces the other articles in the special issue. Design/methodology/approach – Some of the foundational ideas of stakeholder theory are discussed, leading to arguments about the importance of the theory to management research, especially in an international context. Findings – Stakeholder theory is found to be a particularly useful perspective for addressing some of the important issues in business from an international perspective. It offers an opportunity to reinterpret a variety of concepts, models and phenomena across may different disciplines. Practical implications – The concepts explored in this article may be applied in many contexts, domestically and internationally, and across business disciplines as diverse as economics, public administration, finance, philosophy, marketing, law, and management. Originality/value – Research on stakeholder theory in an international context is both lacking and sorely needed. This article and the others in this special issue aim to help fill that void. © FECAP.","Business ethics; Effective management; Ethical decision making; International research; Stakeholder management; Stakeholder theory",
"Altuna N., Contri A.M., Dell’Era C., Frattini F., Maccarrone P.","Managing social innovation in for-profit organizations: The case of intesa sanpaolo",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929739926&partnerID=40&md5=5ab3d43912f3d647ac8dde7b4867ad48","Purpose – Social innovations are defined as innovative products or services motivated by the goal of meeting a social need, with the opportunity to create new social relationships or collaborations. Although developing social innovations has been the primary concern of non-profit organizations so far, there are signs of an increasing involvement in this type of innovations of for-profit firms, in an attempt to accomplish their corporate social responsibility strategies. This notwithstanding, there is very limited knowledge on how for-profit organizations can develop a capability to manage social innovation projects. The purpose of this paper is to provide exploratory evidence to fill this gap. Design/methodology/approach – The paper presents and discusses a case study of a firm that has been involved in social innovation for years. It is Intesa Sanpaolo, a for-profit organization that leads the Italian banking sector. Findings – The case study points to the existence of three managerial antecedents of a superior ability in social innovation: integrating CSR in its business strategy with a strong commitment from the top management; separating the activities concerned with the development of social innovations from the rest of the organization, following to the structural ambidexterity model; applying the principles of open innovation to the development of social innovations, by involving in particular non-profit organizations as a source of ideas for new social innovation projects and leveraging them to enable adoption of the new products and services. Originality/value – So far there is very limited knowledge on how for-profit organizations can develop a capability to manage social innovation projects. This paper provides exploratory evidence to fill this gap. © Emerald Group Publishing Limited.","Ambidexterity; Banking industry; Corporate social responsibility; Open innovation; Social innovation; Stakeholder engagement",
"Wu J., Wokutch R.E.","Confucian stakeholder theory: An exploration",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923840275&partnerID=40&md5=9118d3e0fbe02dd90642431178981922","Originated in the West, stakeholder theory is normatively anchored in Western value systems. Differences in value orientations and ethical systems in this global age call for culturally pertinent stakeholder theory. In this article, we argue that Confucianism forms an additional normative basis for stakeholder theory, appropriate for a Confucian context. We demonstrate it through application of Confucianism in major stakeholder relationships. The Confucian stakeholder theory provides a meaningful addition to the corpus of stakeholder literature. © 2015 Center for Business Ethics at Bentley University.",,
"Widana G.O., Wiryono S.K., Purwanegara M.S., Toha M.","Exploring the impact of islamic business ethics and relationship marketing orientation on business performance: The islamic banking experience",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84937697552&partnerID=40&md5=bc7ac31be0bbcedc69f5f10e5b61347e","Relationship marketing emphasises the importance of building and maintaining long-term relationships with customers. Relationship marketing is strategic for banking institutions to have a better position in the market and to secure continuous banking relationships. Relationship marketing has inherently strong ethical roots. There is a positive relationship between ethics and relationship marketing because ethical principles constitute a precondition for creating the climate of collaboration necessary for successful relationship marketing. Islamic banking is created under Islamic law and is frequently considered ethical banking. To succeed in competition with conventional banks, Islamic banks must offer unique services and products differentiated by the implementation of Islamic business ethics. There is an opportunity for future empirical research to understand the relationship of Islamic business ethics to relationship marketing in creating the superior performance of Islamic banking. This study offers a conceptual model for this empirical research. © Asian Academy of Management and Penerbit Universiti Sains Malaysia, 2015.","Islamic bank; Islamic business ethics; Relationship marketing",
"Enquist B., Johnson M., Rönnbäck Å.","The paradigm shift to business excellence 2.0",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930733408&partnerID=40&md5=008e16e05a8621ee6574792bf6c063ae","Purpose – This paper aims to contribute to the debate on business excellence by comparing the business excellence models of Malcolm Baldrige, European Foundation for Quality Management and Swedish Institute for Quality. By assessing these in relation to today’s new business landscape, the authors suggest that emphasising issues such as stakeholder co-creation of value, stakeholder dialogue, service innovation, service logic, business ethics and different views on resource integration can alter the view of quality improvement from economic, social and environmental perspectives, in turn, leading to Business Excellence 2.0. Design/methodology/approach – This study examines three business excellence models and compares their adoption of the concepts of today’s new business landscape. The study focuses on whether the models’ fundamental principles and concepts are aligned with the views on sustainability, stakeholder co-creation and service innovation. Findings – The examined business excellence models do not fully respond to the requirements of today’s business landscape. To gain relevance in the private sector, the fundamental ideas of the models in terms of concepts, criteria and evaluation processes must be rethought. Such an opportunity enables the quality movement and service logic research to come together to develop new business excellence models that incorporate the challenges of today’s business landscape. Research limitations/implications – This paper illustrates the need to develop business excellence models to address the perspectives of today’s new business landscape. Practical implications – By incorporating strategies in sustainability, stakeholder co-creation and service innovation in business excellence models, organisations can deliver sustainable business growth. Originality/value – The paper sheds new light on how business excellence models can incorporate aspects of the new business landscape. It also shows how the quality movement and the ongoing service logic research can come together to develop a new business excellence model that addresses the challenges in the new business landscape. © Emerald Group Publishing Limited.","Business excellence; New business landscape; Quality models; Service innovation; Stakeholder co-creation; Sustainability",
"Pham L.N.T., Nguyen L.D., Favia M.J.","Business students’ attitudes toward business ethics: An empirical investigation in Vietnam",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938573645&partnerID=40&md5=351a94039bbaf24be69bd192d5f5bb71","Purpose – The purpose of this study is to examine the attitudes toward business ethics of Vietnamese business students based on gender and the experience of having taken a business ethics course. Design/methodology/approach – A quantitative self-administered survey was conducted with a convenience sample of Vietnamese business students at a banking university in Ho Chi Minh City, Vietnam. This study used the 30-item Attitudes Toward Business Ethics Questionnaire (ATBEQ) constructed by Neumann and Reichel (1987) based on the work of Stevens (1979). The Vietnamese version questionnaire was distributed, and 282 surveys were used for analysis. An item-by-item analysis was conducted based on gender and the experience of having taken a business ethics course. Findings – Significant differences were found on seven items based on gender and four items based on the experience of having taken a business ethics course. However, respondents appeared to have similar attitudes on the majority of the items. Research limitations/implications – Perhaps the greatest limitation of this study is the relatively uneven distribution of the respondents in the sample. The sample is skewed slightly toward women who are a bit older, fourth year or post-graduate and those who have not taken a business ethics course. In addition convenience sampling technique reduced its generalizability. This study is important because it supports the idea of ethics education to improve ethical decision-making of future business leaders and that education has an effect in Vietnam. Practical implications – As business students are the main subjects of this research, it can be useful for those involved in development of management and business education in Vietnam to have an overview on how gender impacts business students’ ethics perception. For the executives of multinational corporations, this study provides important information and adds support to a decision to do business in Vietnam. Social implications – Although there may be a perception of a less than ethical climate in Vietnam based on its Corruption Perception Index scores, it appears that Vietnamese business students in general express an ethical viewpoint. This study emphasizes the importance of ethics education that is culture-specific to build a strong ethical business environment that can help Vietnam prevent bribery and corruption and achieve sustainable growth and prosperity. Originality/value – This study contributes to the attitudes toward business ethics research and sheds light on the impact of gender and education (business ethics course) on Vietnamese business students’ ethical attitudes. There has been little research on business ethics in Vietnam. Academicians, managers, practitioners, policymakers, government leaders and the like can benefit from the findings of this paper. © Emerald Group Publishing Limited.","Attitudes to business ethics; Business ethics course; Gender; Vietnam",
"McEachern M.G.","Corporate citizenship and its impact upon consumer moralisation, decision-making and choice",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926198582&partnerID=40&md5=79f1bdb5631ef8a90ef4808299c2f938","Abstract: Businesses are increasingly embracing corporate citizenship strategies. However, the empirical literature surrounding consumer responses to such practices features many contradictions concerning their impact. As a result, many businesses are uncertain about the extent to which they should commit resources to these activities to influence a positive response from consumers. Therefore, this paper seeks to address this gap by exploring consumers’ awareness of varying levels of corporate citizenship activities and assessing their moral responses to such efforts. Using a combination of qualitative methods and projective techniques with a broad cross-section of 20 consumers, the results help to shed light on the impact of corporate citizenship activities upon moral recognition, consumer decision-making and choice. © 2014, The Author(s). Published by Taylor & Francis.","consumer choice; consumer moral recognition; corporate citizenship; Fairtrade chocolate; moralisation; projective techniques",
"Helbig N., Dawes S., Dzhusupova Z., Klievink B., Mkude C.G.","Stakeholder engagement in policy development: Observations and lessons from international experience",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84944625703&partnerID=40&md5=9900f2c5b946d4b86493373b806125f2","This chapter provides a starting point for better understanding how different approaches, tools, and technologies can support effective stakeholder participation in policy development. Participatory policy making involves stakeholders in various stages of the policy process and can focus on both the substance of the policy problem or on improving the tools and processes of policy development. We examine five international cases of stakeholder engagement in policy development to explore two questions: (1) what types of engagement tools and processes are useful for different stakeholders and contexts? And (2) what factors support the effective use of particular tools and technologies toward constructive outcomes? The cases address e-government strategic planning in a developing country, energy policy in a transitional economy, development of new technology and policy innovations in global trade, exploration of tools for policy-relevant evidence in early childhood decision making, and development of indicators for evaluating policy options in urban planning. Following a comparison of the cases, we discuss salient factors of stakeholder selection and representation, stakeholder support and education, the value of stakeholder engagement for dealing with complexity, and the usefulness of third-party experts for enhancing transparency and improving tools for engagement. © Springer International Publishing Switzerland 2015.",,
"Greco G., Sciulli N., D’Onza G.","The Influence of Stakeholder Engagement on Sustainability Reporting: Evidence from Italian local councils",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925141390&partnerID=40&md5=47b594088fad668311e800bdf8d86bfb","This study investigates the motivations of local councils for producing a sustainability report. Inter-connecting theories of legitimacy, accountability, and the New Public Management are used to structure an investigation that explains patterns of behaviours by Italian local councils. The project assesses if, and how, stakeholder engagement can influence the local councils’ decision-making process through the adoption of sustainability reporting. Semi-structured interviews were conducted with the sustainability report preparers of a sample of Italian local councils. The findings demonstrate that initially sustainability reporting is introduced for accountability and legitimacy reasons. However, over time traditional sustainability reporting was incidental to more sophisticated tools of policy-making and reporting, in which some of the stakeholders were actively involved. The findings highlight the political negotiations in which sustainability reporting finds itself. The stakeholder engagement projects implement legitimizing strategies within the context of the search for an arrangement between political programs and stakeholder demands. © 2013, © 2013 Taylor & Francis.","accountability; legitimacy; local councils; stakeholder engagement; Sustainability reporting",
"Smith L., Woods C.","Stakeholder Engagement in the Social Entrepreneurship Process: Identity, Governance and Legitimacy",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931561401&partnerID=40&md5=ae84e408675ac040d16b6c0c75f714ae","Abstract: This paper explores how stakeholder expectations are managed through the social entrepreneurship process of opportunity construction, evaluation and pursuit. Building on an in-depth case study, a model of stakeholder engagement through identity, governance and legitimacy is presented. Stakeholders are managed by an identity constructed through an integration of the organization's multiple identities to form a meta-identity. Governance is important in the management of stakeholders in order to be entrepreneurial while being accountable. Stakeholders support the organization based on legitimacy that is gained through creating stakeholder value and by conforming to existing social structures as well as creating new operating models, practices and ideas. © 2015 Taylor & Francis.","identity; opportunity; Social entrepreneurship; stakeholders",
"Tsai Y.H., Joe S.-W., Lin C.-P., Chiu C.-K., Shen K.-T.","Exploring corporate citizenship and purchase intention: Mediating effects of brand trust and corporate identification",2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941166681&partnerID=40&md5=c6329a9f7f499c5c5e38a955c2063be4","Corporate citizenship represents various organizational activities and status related to the organization's societal and stakeholder obligations. This study develops five different dimensions of corporate citizenship and examines the relationship between the five dimensions and purchase intention by including two key mediators. In the proposed model of this study, purchase intention is indirectly affected by economic, legal, ethical, general philanthropic, and strategic philanthropic citizenship via the mediation of corporate identification and brand trust. Empirical testing using a survey of 353 consumers from various industries confirms most of our hypothesized effects. Last, managerial implications for corporate leaders and limitations of our findings are discussed in depth. © 2014 The Authors. © 2014 John Wiley & Sons Ltd.",,
